Text	Cause
I just sit with my food untouched — it feels pointless to eat when I feel this way.	4
Whenever I'm stressed, I raid the pantry. I don’t even think about it anymore	4
I feel like I have to choose between being happy and being thin — and I’m failing at both	4
I forget what hunger feels like — my body doesn't ask for food anymore.	4
I eat to feel better, then hate myself after. It's a loop I can’t break	4
I don’t eat because I’m hungry — I eat because it’s the only pleasure I get these days	4
I count every calorie obsessively — it’s the one thing I feel I can still control	4
Sometimes I overeat not out of hunger, but because I’ve gone hungry before	4
Every pound I gain feels like proof I’ve lost control of my life	4
Food has no taste anymore. I eat because I have to, not because I want to.	4
I live alone and most days I just don’t bother with meals	4
Sometimes I sit with a snack and don’t even realize I finished the whole bag — it’s like I zone out	4
I know I should eat, but the idea of chewing makes me feel sick.	4
My stomach never growls anymore. It's like my body gave up asking	4
I’ve lost ten pounds and didn’t even notice — food just feels irrelevant	4
Some days, I have to force myself to drink a glass of water, let alone eat.	4
Even my favorite foods taste like cardboard now.	4
I look in the mirror and see someone wasting away — and still, I can't make myself care	4
I eat all the time, even when I’m not hungry — especially when I’m alone	4
I’ll open a bag of chips and finish it before realizing what I’m doing.	4
Every bite feels like a distraction from the pain — until the guilt kicks in.	4
I’ve put on so much weight since the depression started, and I hate myself for it.	4
I use food to soothe myself, but it never works for long	4
I hate how I look now, but eating is the only thing that gives me a moment of peace.	4
I swing between starving myself and bingeing — there’s no in-between.	4
Sometimes I skip meals for days, then eat everything in sight in one night.	4
My appetite is unpredictable — some days I forget to eat, others I can’t stop	4
I try to control it, but my mood controls my hunger more than I do.	4
Every meal feels like a moral failure — I ate too much, or I didn’t eat enough	4
When I gain weight, it reinforces the idea that I’m out of control and worthless.	4
I don't take care of myself anymore — cooking feels pointless	4
Eating has become a battle between guilt and emptiness.	4
Sometimes I skip meals on purpose — it’s the only thing I feel I can control	4
Losing weight makes me feel seen. Gaining weight makes me want to hide.	4
Since I started living alone, I often don’t eat. There’s no point cooking for one	4
No one notices when I skip meals — not even me	4
Food used to be a shared experience. Now, it just reminds me I’m alone.	4
It's not that I don't want to eat — it's that my body doesn't even tell me it's hungry anymore.	4
Food has no taste, no pull — like my brain's forgotten how to want it.	4
Even when I try to eat, my stomach turns — it's like my system is stuck in stress mode	4
I feel hollow, but not in a way that food can fix	4
I don’t feel hunger the way I used to. It’s like that signal's been shut off completely.	4
When the sadness hits hardest, I crave sweets — like my brain is chasing something it’s missing	4
It’s not comfort eating — it’s desperation eating. Something in me is broken and food is my only tool.	4
Even when I'm full, I keep eating. The fullness is physical, but the emptiness is emotional.	4
I can’t stop eating, and I hate that it’s the only thing that feels rewarding anymore.	4
My hunger cues are messed up — either I feel nothing or I'm ravenous without warning	4
One day I can’t eat at all, the next I feel like I’m raiding the kitchen every hour	4
My brain is out of sync with my body — I don’t trust my hunger anymore	4
Eating doesn’t satisfy me, but not eating doesn’t help either.	4
It’s like my brain is in shutdown — hunger isn’t even part of my experience anymore	4
The stress is constant, but instead of eating, I just shut down — even chewing feels too much	4
I feel like my body is decaying from the inside. I forget to eat because I just don’t care	4
I’m numb to food, numb to pleasure — I only notice my weight when my clothes start falling off	4
Every time I eat, it’s like my brain gets a tiny break from the storm — but it never lasts.	4
